报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
无形资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
递延所得税资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
非流动资产合计(万元),6,10,11,11,12,12,13,14,14,15,15,27,28,29,30,32,33,35,36,38,40,41,43,47,49,54,58,62,66,59,62,66,70,74,78,88,92,102,106,112,94,72,
资产总计(万元),3589,3679,3534,3699,3627,3995,3462,3742,3533,3304,4196,3633,3500,3813,3951,4120,4230,4447,4365,4200,4053,6971,2878,2941,2727,2747,2682,2830,2796,2415,2395,2565,2551,2584,2759,2745,2955,2927,2925,3173,3527,3140,
短期借款(万元),--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,1,1,--,--,--,--,--,--,--,--,279,279,279,279,738,738,738,738,738,738,738,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,11,11,11,0,--,--,--,
应付账款(万元),--,--,695,--,--,565,713,670,670,422,690,548,694,579,719,1012,1012,1012,1073,565,565,684,684,730,730,730,730,804,804,804,804,754,754,754,754,845,845,845,845,1001,1001,1001,
预收账款(万元),258,458,123,543,502,638,250,790,583,567,135,281,85,564,197,520,397,68,68,317,175,332,332,110,110,110,110,195,195,195,195,384,384,384,384,246,246,246,246,298,298,305,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付职工薪酬(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,18,18,18,
应交税费(万元),5761,5733,5732,5739,5749,5712,5715,5372,5367,5431,6611,5724,5710,5669,5953,5717,5708,6154,6037,6060,6045,5799,5754,5740,5771,5844,5800,5585,5588,5656,5652,5571,5585,5484,5557,5558,5557,5546,5531,5527,5589,5580,
应付利息(万元),249,249,249,--,--,249,249,249,249,249,249,299,282,266,249,299,282,266,249,299,282,266,249,299,282,266,249,299,282,266,249,303,287,268,313,459,444,429,414,401,386,371,
应付股利(万元),--,--,--,--,--,0,--,--,--,0,--,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他应付款(万元),765,--,808,937,988,1013,711,797,816,819,687,2255,2218,2240,2237,2347,2315,2421,2375,2365,2397,6309,2259,2608,2355,2309,2284,2731,2738,2250,2236,2125,2136,2185,2199,1924,2115,2126,2120,2123,2469,2046,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
流动负债合计(万元),7660,7866,7669,7846,7866,8239,7700,7941,7747,7550,8434,9267,9150,9478,9516,10056,9875,10082,9962,9768,9626,13552,9441,9650,9412,9422,9337,9775,9769,9333,9298,9579,9587,9517,9648,9945,10120,10105,10059,10267,10660,10219,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
专项应付款(万元),--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,
预计非流动负债(万元),305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
非流动负债合计(万元),305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,
负债合计(万元),7965,8171,7974,8151,8171,8544,8005,8246,8052,7855,8739,9572,9455,9783,9821,10361,10670,10876,10757,10563,10421,14347,10236,10445,10207,10217,10132,10570,10564,10128,10093,10373,10382,10312,10443,10740,10914,10900,10853,11062,11454,11014,
实收资本(或股本)(万元),23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,23640,
资本公积(万元),29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29568,29231,29231,29231,29231,29231,29231,29231,29231,29231,29231,29231,29231,29231,29231,29231,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
盈余公积(万元),3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
未分配利润(万元),-61481,-61588,-61541,-61553,-61638,-61642,-61636,-61600,-61615,-61647,-61639,-62885,-62902,-62912,-62817,-63139,-63341,-63332,-63295,-63262,-63269,-64277,-64260,-64404,-64380,-64371,-64352,-64302,-64333,-64277,-64263,-64395,-64418,-64315,-64272,-64589,-64558,-64570,-64529,-64493,-64531,-64478,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
归属于母公司股东权益合计(万元),-4611,-4718,-4671,-4683,-4768,-4772,-4766,-4730,-4745,-4777,-4769,-6015,-6033,-6042,-5947,-6269,-6471,-6462,-6425,-6392,-6399,-7407,-7390,-7534,-7510,-7501,-7482,-7769,-7800,-7744,-7730,-7862,-7886,-7783,-7740,-8057,-8025,-8037,-7996,-7960,-7998,-7945,
少数股东权益(万元),234,226,232,231,225,223,223,226,226,226,226,76,77,73,78,28,30,33,33,29,31,31,32,30,30,31,33,29,32,31,32,53,54,55,56,62,65,64,68,71,71,71,
所有者权益(或股东权益)合计(万元),-4376,-4492,-4440,-4452,-4544,-4549,-4543,-4504,-4519,-4551,-4543,-5939,-5955,-5970,-5869,-6241,-6440,-6429,-6392,-6362,-6368,-7376,-7358,-7504,-7480,-7470,-7450,-7740,-7768,-7713,-7698,-7808,-7831,-7728,-7684,-7995,-7960,-7972,-7928,-7889,-7927,-7874,
负债和所有者权益(或股东权益)总计(万元),3589,3679,3534,3699,3627,3995,3462,3742,3533,3304,4196,3633,3500,3813,3951,4120,4230,4447,4365,4200,4053,6971,2878,2941,2727,2747,2682,2830,2796,2415,2395,2565,2551,2584,2759,2745,2955,2927,2925,3173,3527,3140,		
  
