报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业利润(万元),3220,685,10186,7170,2348,-308,9498,4495,3330,871,1313,1785,914,408,-2318,-1323,-964,-477,-2409,-636,69,487,1427,955,20,797,2036,1465,1290,799,1769,1984,2641,940,2087,1679,1153,908,997,29,520,-56,92,27,-193,146,2582,2394,2131,748,14613,-2252,-1042,-981,
营业外收入(万元),--,0,33,--,0,--,323,138,91,32,4650,404,343,57,4353,3393,54,21,3869,1527,48,27,2956,1371,2329,151,3926,3781,2344,107,3272,2987,2769,32,1513,1398,21,13,548,507,471,288,2347,1833,1832,131,3204,2330,1201,1200,954,1,8,0,
营业外支出(万元),2,2,67,65,43,7,31,30,30,30,78,5,1,0,483,176,175,--,36,30,30,24,68,66,38,27,1808,928,927,--,322,4,1,1,4,4,4,0,14,14,3,0,183,142,39,--,284,214,1,0,66,6,--,--,
非流动资产处置损失(万元),--,--,--,--,--,--,--,1,0,--,10,4,1,0,417,175,175,--,35,29,29,24,--,61,38,23,479,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
利润总额(万元),3217,683,10151,7105,2305,-315,9790,4604,3391,873,5885,2185,1255,465,1552,1894,-1085,-456,1424,861,87,490,4315,2261,2311,921,4154,4318,2707,906,4719,4967,5409,971,3595,3073,1170,921,1531,523,988,232,2256,1718,1601,277,5502,4511,3331,1949,15501,-2257,-1034,-981,
所得税费用(万元),66,86,345,259,192,27,274,83,45,20,121,46,26,9,114,40,26,7,13,14,14,--,11,1,3,3,125,92,66,29,98,77,55,16,76,52,34,--,0,--,--,--,--,--,1,--,--,--,--,0,205,8,16,16,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3151,597,9806,6847,2113,-342,9515,4521,3346,853,5764,2139,1229,456,1438,1854,-1111,-464,1412,847,73,490,4304,2260,2309,918,4029,4225,2641,877,4621,4891,5353,955,3520,3021,1136,921,1531,523,988,232,2256,1718,1600,277,5502,4511,3331,1949,15295,-2264,-1050,-997,
归属于母公司所有者的净利润(万元),2842,589,9028,6633,2260,15,9152,4419,3200,861,5259,2050,1156,454,1214,1834,-1092,-442,1537,986,131,484,4322,2340,2310,918,4029,4225,2641,877,4621,4891,5353,955,3520,3021,1136,921,1531,523,988,232,2256,1718,1600,277,5502,4511,3331,1949,15295,-2262,-1048,-994,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),309,8,778,213,-147,-357,364,101,146,-8,506,89,73,1,224,20,-18,-22,-125,-140,-58,6,-19,-81,-2,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,-2,-2,-3,
基本每股收益,0.11,0.02,0.34,0.25,0.08,0,0.34,0.17,0.12,0.03,0.2,0.08,0.04,0.02,0.05,0.07,-0.04,-0.02,0.06,0.04,0.01,0.02,0.16,0.08,0.09,0.03,0.15,0.16,0.1,0.03,0.17,0.18,0.2,0.04,0.13,0.11,0.04,0.03,0.06,0.02,0.04,0.01,0.08,0.06,0.06,0.01,0.21,0.17,0.13,0.07,0.57,-0.09,-0.04,-0.04,
稀释每股收益,0.11,0.02,0.34,0.25,0.08,0,0.34,0.17,0.12,0.03,0.2,0.08,0.04,0.02,0.05,0.07,-0.04,-0.02,0.06,0.04,0.01,0.02,0.16,0.08,0.09,0.03,0.15,0.16,0.1,0.03,0.17,0.18,0.2,0.04,0.13,0.11,0.04,0.03,0.06,0.02,0.04,0.01,0.08,0.06,0.06,0.01,0.21,0.17,0.13,0,0.57,-0.09,-0.04,--,
