报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,
营业利润(万元),7936,2646,14229,7455,4795,1700,9415,4521,3863,685,7495,5174,3111,216,7857,6210,3311,437,7135,6161,3461,437,16073,9119,3749,652,11104,5767,2788,521,8544,5934,3286,888,16324,9136,3856,781,15840,7067,3060,641,5201,2219,1183,803,10008,5384,4310,1753,1201,1208,903,285,
营业外收入(万元),400,372,651,2241,1960,555,3208,3339,2228,442,4561,2077,1519,390,2827,3112,1907,279,3279,2293,1472,489,1758,1239,645,291,1773,1292,830,447,1863,895,424,230,1926,578,374,236,1378,875,437,350,1274,960,628,247,812,614,392,200,515,317,167,48,
营业外支出(万元),36,14,615,646,349,169,1183,396,186,163,862,157,108,5,605,664,626,51,908,242,218,23,2518,1945,158,124,1344,243,80,56,950,467,57,20,169,81,35,21,950,77,57,26,232,128,99,15,258,90,20,8,238,116,13,13,
非流动资产处置损失(万元),--,--,--,--,264,--,--,358,153,112,795,103,17,0,466,53,53,49,616,--,--,--,--,--,--,--,--,--,15,--,--,--,--,--,22,--,--,--,15,--,--,--,95,--,--,0,137,--,0,0,79,--,0,0,
利润总额(万元),8300,3004,14265,9050,6406,2086,11439,7464,5905,965,11194,7094,4523,601,10079,8658,4592,665,9505,8212,4716,902,15314,8413,4237,819,11533,6816,3538,912,9457,6362,3653,1099,18080,9634,4195,996,16268,7865,3440,965,6243,3052,1712,1035,10562,5908,4683,1946,1479,1408,1057,319,
所得税费用(万元),844,301,390,347,358,151,1355,668,654,28,1077,506,432,19,833,1198,891,113,1186,1228,1417,169,3650,1363,1315,149,1193,1071,699,397,1680,1250,978,342,2848,1283,774,343,2348,1266,867,129,249,784,489,426,2765,1518,1332,398,151,246,180,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,
净利润(万元),7456,2703,13875,8703,6048,1935,10084,6796,5251,938,10117,6588,4091,582,9247,7460,3701,552,8320,6984,3299,733,11664,7050,2922,670,10340,5746,2839,515,7777,5112,2675,757,15231,8351,3420,654,13920,6599,2573,836,5993,2268,1223,609,7797,4389,3351,1548,1327,1163,877,319,
归属于母公司所有者的净利润(万元),6242,2206,11010,6891,4820,1606,8340,5541,4161,628,8304,5383,3437,564,6979,5275,2743,484,5952,5147,2496,630,9382,5172,2406,542,6052,4034,1708,411,4607,3011,1601,369,7924,5374,1777,289,6619,3678,1226,483,3284,1489,849,583,5441,3165,2182,1058,1352,1058,802,301,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1214,496,2866,1812,1229,330,1744,1255,1090,310,1813,1205,654,19,2267,2185,958,68,2368,1837,803,103,2281,1878,515,128,4289,1712,1131,104,3170,2101,1074,388,7307,2977,1644,365,7302,2922,1348,353,2709,778,373,25,2355,1225,1169,490,-25,104,75,19,
基本每股收益,0.27,0.09,0.47,0.29,0.21,0.07,0.36,0.24,0.18,0.03,0.35,0.23,0.15,0.02,0.3,0.22,0.12,0.02,0.25,0.22,0.11,0.03,0.4,0.22,0.1,0.02,0.26,0.17,0.07,0.02,0.2,0.13,0.07,0.02,0.34,0.23,0.08,0.01,0.28,0.16,0.05,0.02,0.14,0.06,0.04,0.03,0.23,0.13,0.09,0.05,0.06,0.05,0.03,0.01,
稀释每股收益,0.27,0.09,0.47,0.29,0.21,0.07,0.36,0.24,0.18,--,0.35,0.23,0.15,--,0.3,0.22,0.12,0.02,0.25,0.22,0.11,0.03,0.4,0.22,0.1,0.02,0.26,0.17,0.07,0.02,0.2,0.13,0.07,0.02,0.34,0.23,0.08,0.01,0.28,0.16,0.05,0.02,0.14,0.06,0.04,0.03,0.23,0.13,0.09,0.05,0.06,0.05,0.03,0.01,
