报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,0,0,0,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,0,0,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,--,--,0,--,--,--,
营业利润(万元),-6504,-4235,-13811,-7811,-4797,-2954,3140,2506,2332,2848,-8715,-3454,-2682,-4126,-9439,-1954,-2929,-1786,-3111,-3501,-2097,-768,-12774,-11271,-5224,-2264,-3859,-2736,374,165,785,1502,-1046,-1089,-11429,-9189,-3952,-494,-7538,-3639,-2459,-1250,-8394,-3457,-256,-19,-4615,-1735,-1110,-838,-12173,-8104,-7435,-5425,
营业外收入(万元),--,--,3,3,3,--,28,88,88,--,0,0,0,--,0,--,--,--,4414,0,0,0,14,12,12,2,238,5,5,--,257,257,257,--,0,0,0,0,15,15,0,--,9077,--,0,0,6285,0,0,0,0,0,0,0,
营业外支出(万元),37,8,56,17,4,4,287,10,10,--,9,9,9,2,6,6,--,--,376,373,370,--,6,6,--,--,2,2,2,2,5,1,1,--,212,6,6,6,3,1,1,1,6,2,1,0,38,38,30,29,3743,180,177,0,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,367,367,367,--,--,--,--,--,0,0,--,--,4,0,0,--,206,--,0,0,3,1,1,1,2,2,1,0,30,--,0,29,180,--,0,0,
利润总额(万元),-6541,-4243,-13864,-7825,-4798,-2958,2881,2584,2410,2848,-8725,-3463,-2691,-4127,-9444,-1959,-2929,-1786,927,-3874,-2466,-768,-12766,-11264,-5212,-2262,-3623,-2733,377,163,1037,1757,-791,-1089,-11641,-9195,-3958,-500,-7526,-3625,-2460,-1251,677,-3459,-257,-19,1632,-1773,-1141,-866,-15917,-8284,-7612,-5425,
所得税费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,0,0,0,--,0,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,--,--,0,--,--,--,
净利润(万元),-6541,-4243,-13864,-7825,-4798,-2958,2881,2584,2410,2848,-8725,-3463,-2691,-4127,-9444,-1959,-2929,-1786,927,-3874,-2466,-768,-12766,-11264,-5212,-2262,-3623,-2733,377,163,1037,1757,-791,-1089,-11641,-9195,-3958,-500,-7526,-3625,-2460,-1251,677,-3459,-257,-19,1632,-1773,-1141,-866,-15917,-8284,-7612,-5425,
归属于母公司所有者的净利润(万元),-6541,-4243,-13864,-7825,-4798,-2958,2881,2584,2410,2848,-8725,-3463,-2691,-4127,-9444,-1959,-2929,-1786,927,-3874,-2466,-768,-12766,-11264,-5212,-2262,-3623,-2733,377,163,1037,1757,-791,-1089,-11641,-9195,-3958,-500,-7526,-3625,-2460,-1251,677,-3459,-257,-19,1632,-1773,-1141,-866,-15917,-8284,-7612,-5425,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,0,0,0,--,0,0,
基本每股收益,-0.24,-0.15,-0.5,-0.28,-0.17,-0.11,0.1,0.09,0.09,0.1,-0.32,-0.13,-0.1,-0.15,-0.34,-0.07,-0.11,-0.06,0.03,-0.14,-0.09,-0.03,-0.46,-0.41,-0.19,-0.08,-0.13,-0.1,0.01,0.01,0.04,0.06,-0.03,-0.04,-0.42,-0.33,-0.14,-0.02,-0.27,-0.13,-0.09,-0.05,0.02,-0.13,-0.01,-0,0.06,-0.06,-0.04,-0.03,-0.58,-0.3,-0.28,-0.2,
稀释每股收益,-0.24,-0.15,-0.5,-0.28,-0.17,-0.11,0.1,0.09,0.09,0.1,-0.32,-0.13,-0.1,-0.15,-0.34,-0.07,-0.11,-0.06,0.03,-0.14,-0.09,-0.03,-0.46,-0.41,-0.19,-0.08,-0.13,-0.1,0.01,0.01,0.04,0.06,-0.03,-0.04,-0.42,-0.33,-0.14,-0.02,-0.27,-0.13,-0.09,-0.05,0.02,-0.13,-0.01,-0,0.06,-0.06,-0.04,-0.03,-0.58,-0.3,-0.28,-0.2,
