报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
营业税金及附加(万元),1,31,19,16,13,80,57,24,10,11,2,1,0,7,3,3,--,6,--,--,0,1,16,--,--,--,--,--,--,--,--,--,--,0,--,0,--,89,75,67,8,50,16,15,0,38,0,2,--,
销售费用(万元),2,16,11,8,3,43,31,25,14,24,19,10,6,60,49,24,10,22,16,13,9,9,1,--,--,--,--,--,--,--,--,--,--,0,--,0,3,66,52,36,25,11,--,--,0,18,--,6,5,
管理费用(万元),637,2264,1472,879,379,1843,1592,1150,663,490,198,136,75,318,215,140,61,320,191,166,90,444,187,163,61,399,235,140,63,1135,366,217,115,601,687,305,100,435,389,251,52,175,175,144,56,251,-7,121,46,
财务费用(万元),-27,-274,-180,-108,-14,-14,1,7,1,-14,-6,-13,1,-0,0,0,-0,-3,-5,-0,-0,-53,-50,-15,-17,-19,86,67,33,604,441,290,144,560,346,275,36,230,98,64,25,358,278,184,93,356,265,174,80,
资产减值损失(万元),--,714,296,224,--,-92,122,-6,--,177,110,110,--,541,--,18,--,43,--,--,0,78,25,25,--,-2305,-2186,--,--,2947,--,0,0,592,1,289,--,522,242,242,0,307,60,60,0,2,--,-191,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
投资收益(万元),--,--,0,--,--,5,0,0,0,--,--,--,--,--,--,--,--,102,--,--,0,0,0,0,--,15,15,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,0,0,-26,--,-8,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
营业利润(万元),-592,2306,2347,988,627,2987,1057,301,87,265,-324,-291,-66,-566,-54,-14,-67,81,-8,-52,-41,-409,-174,-168,-44,1941,1880,-207,-96,-4687,-807,-507,-259,-1754,-1035,-869,-139,-1257,-568,-468,-14,-822,-643,-472,-184,-617,-398,-181,-174,
营业外收入(万元),--,0,0,--,0,20,20,20,--,6,--,--,--,203,1,1,--,58,--,--,--,4600,3483,2938,--,172,51,51,--,13354,--,0,0,85,80,80,78,10421,10364,4624,884,11223,7,7,0,718,0,0,--,
营业外支出(万元),--,1,0,0,0,15,13,13,7,3,1,1,--,0,--,--,--,--,0,0,--,80,10,10,--,169,-18,--,--,5359,0,--,0,0,0,0,--,79,31,31,16,2,0,0,0,0,0,0,--,
非流动资产处置损失(万元),--,--,--,--,--,10,--,8,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5341,--,--,--,0,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
利润总额(万元),-592,2305,2347,988,627,2992,1064,307,80,268,-325,-292,-66,-363,-53,-13,-67,139,-8,-52,-41,4111,3299,2760,-44,1944,1949,-156,-96,3308,-807,-507,-259,-1668,-954,-788,-61,9085,9765,4125,854,10399,-637,-465,-184,100,-398,-181,-174,
所得税费用(万元),--,177,147,25,0,3,-2,-2,1,22,1,--,--,5,4,2,--,-179,--,--,--,185,--,--,--,--,--,--,--,9,--,--,0,0,--,0,--,--,--,--,0,0,-5,-5,0,0,--,--,--,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
净利润(万元),-592,2128,2200,963,627,2989,1066,309,79,246,-326,-292,-66,-369,-57,-15,-67,318,-8,-52,-41,3926,3299,2760,-44,1944,1949,-156,-96,3299,-807,-507,-259,-1668,-954,-788,-61,9085,9765,4125,854,10399,-632,-460,-184,100,-398,-181,-174,
归属于母公司所有者的净利润(万元),-592,2128,2200,963,627,3030,1105,349,118,275,-345,-300,-65,-351,-65,-18,-67,326,1,-41,-41,3966,3212,2669,-44,1956,1949,-156,-96,3315,-807,-507,-259,-1667,-953,-787,-60,9077,9757,4117,854,10394,-632,-461,-184,101,-398,-181,-174,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,1415,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,0,-41,-39,-39,-39,-29,20,8,-1,-18,8,3,-0,-8,-9,-11,-0,-40,87,90,-0,-13,--,--,--,-16,-0,-0,0,-1,-1,-1,-1,8,8,8,0,5,0,0,0,-0,--,-0,-0,
基本每股收益,-0.03,0.12,0.13,0.06,0.04,0.3,0.17,0.05,0.01,0.04,-0.05,-0.05,-0.01,-0.06,-0.01,-0,-0.01,0.05,-0,-0.01,-0.01,0.62,0.52,0.42,-0.01,0.31,0.31,-0.02,-0.02,0.52,-0.13,-0.08,-0.04,-0.27,-0.15,-0.12,-0.01,1.59,1.71,0.73,0.15,1.82,-0.11,-0.08,-0.03,0.02,-0.07,-0.03,-0.03,
稀释每股收益,-0.03,0.12,0.13,0.06,0.04,0.3,0.17,0.05,0.01,0.04,-0.05,-0.05,-0.01,-0.06,-0.01,-0,-0.01,0.05,-0,-0.01,-0.01,0.62,0.52,0.42,-0.01,0.31,0.31,-0.02,-0.02,0.52,-0.13,-0.08,-0.04,-0.27,-0.15,-0.12,-0.01,1.59,1.71,0.73,0.15,1.82,-0.11,-0.08,-0.03,0.02,-0.07,-0.03,-0.03,
