报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,--,0,--,--,
营业税金及附加(万元),54,32,131,98,66,33,129,96,68,10,98,24,23,12,50,38,25,13,45,33,22,11,43,32,21,11,47,32,20,11,43,32,17,8,36,27,18,1,5,5,3,1,0,0,0,0,7,7,6,7,40,30,20,8,
销售费用(万元),6,3,24,21,14,8,37,7,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85,79,68,36,270,201,100,41,846,609,474,232,658,483,354,150,301,233,156,75,
管理费用(万元),156,69,396,267,176,102,403,262,160,78,435,321,208,105,554,370,243,143,521,363,236,102,553,376,250,139,629,397,234,145,662,484,297,146,767,553,410,195,1352,986,504,247,1647,1126,773,378,1708,1452,1021,474,3248,1897,1217,585,
财务费用(万元),-52,-33,-12,-6,-5,-1,-14,-13,-11,-7,-4,-3,-2,-1,-10,-8,-8,0,-8,-7,-7,-1,-7,-7,-5,-2,125,97,66,33,145,115,76,38,239,177,117,53,200,136,84,41,112,103,103,60,496,518,400,210,939,943,600,259,
资产减值损失(万元),--,--,-71,-80,-80,-80,-259,-265,-200,-200,-366,-370,-250,-250,134,-4,-4,-4,188,--,--,--,647,9,9,--,13,-5,-5,-5,-927,-1996,-938,-704,-713,-569,-30,--,-887,-130,-21,-20,-247,-63,-263,-262,889,-2627,-961,-933,12690,-76,-76,--,
公允价值变动收益(万元),3,2,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,0,--,0,--,--,
投资收益(万元),-52,-114,-190,-253,-183,-162,-49,-142,-103,-226,463,192,49,-80,484,260,69,-109,321,146,85,-39,242,44,-24,-87,373,560,-101,-129,-208,-224,-229,-177,954,223,-24,-76,175,134,28,-47,87,100,49,8,91,102,11,-144,-635,-31,-53,-58,
对联营企业和合营企业的投资收益(万元),-65,-126,-386,-327,-256,-186,-160,-188,-133,-226,373,147,3,-80,389,221,30,-115,275,119,74,-50,220,39,-24,-87,373,441,-101,-129,-258,-224,-229,-177,94,-0,-24,-76,169,--,0,-47,87,--,--,0,144,0,--,0,-188,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,0,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,--,0,--,--,
营业利润(万元),309,60,237,110,86,4,430,302,243,72,1032,717,408,223,505,424,186,-72,76,97,59,-43,-525,-28,-81,-126,-12,387,-227,-213,290,1484,469,406,956,449,-243,-180,-749,-705,-428,-243,-2643,-1075,-734,-384,-2844,840,-315,281,-16984,-1795,-368,14,
营业外收入(万元),1,1,1,1,1,1,0,0,0,--,1,1,0,0,1,1,--,--,34,51,51,--,1,1,0,--,400,0,0,--,387,346,50,0,88,68,45,44,35,14,3,0,320,753,314,63,4005,50,46,4,893,823,9,1,
营业外支出(万元),0,--,0,0,--,--,2,2,2,0,0,0,0,0,84,--,--,--,0,51,51,0,270,0,--,--,2,--,--,--,--,1055,--,--,1,1,0,0,809,1,0,0,34,17,17,0,788,2093,873,868,619,3,3,0,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,--,--,--,--,--,--,--,809,--,0,0,8,--,--,0,--,0,--,0,--,0,--,--,
利润总额(万元),310,60,238,112,87,4,428,300,241,72,1032,718,408,223,422,424,186,-72,110,97,59,-43,-794,-27,-81,-126,385,388,-227,-213,677,775,519,406,1042,516,-199,-136,-1523,-692,-425,-243,-2357,-339,-436,-321,374,-1203,-1142,-584,-16710,-976,-361,14,
所得税费用(万元),58,40,103,62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,--,--,--,-0,--,--,--,9,--,--,--,4,--,--,--,3,3,3,0,40,40,40,0,--,0,--,0,18,13,4,--,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,--,0,--,--,
净利润(万元),251,20,134,50,87,4,428,300,241,72,1032,718,408,223,422,424,186,-72,110,97,59,-43,-794,-27,-81,-126,386,388,-227,-213,668,775,519,406,1038,516,-199,-136,-1527,-695,-429,-243,-2397,-380,-477,-321,374,-1203,-1142,-584,-16728,-989,-365,14,
归属于母公司所有者的净利润(万元),252,21,136,51,88,5,435,305,244,73,1035,723,411,225,426,425,187,-72,100,98,60,-43,-735,-26,-80,-125,386,388,-226,-213,572,686,434,338,888,453,-196,-135,-1572,-689,-427,-242,-2355,-398,-487,-316,411,-1134,-1097,-558,-14813,-823,-279,58,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-0,-1,-2,-1,-1,-1,-7,-5,-3,-0,-3,-5,-4,-2,-5,-1,-1,-1,9,-1,-1,-0,-59,-1,-1,-1,-1,-0,-0,-0,96,89,85,68,150,63,-2,-1,45,-6,-2,-1,-42,18,11,-5,-38,-68,-45,-26,-1915,-165,-87,-44,
基本每股收益,0.01,0,0.01,0,0,0,0.02,0.02,0.01,0,0.06,0.04,0.02,0.01,0.02,0.02,0.01,-0,0.01,0.01,0,-0,-0.04,-0,-0,-0.01,0.02,0.02,-0.01,-0.01,0.03,0.04,0.02,0.02,0.05,0.03,-0.01,-0.01,-0.09,-0.04,-0.02,-0.01,-0.13,-0.02,-0.03,-0.02,0.02,-0.06,-0.06,-0.03,-0.82,-0.05,-0.02,0,
稀释每股收益,0.01,0,0.01,0,0,0,0.02,0.02,0.01,0,0.06,0.04,0.02,0.01,0.02,0.02,0.01,-0,0.01,0.01,0,-0,-0.04,-0,-0,-0.01,0.02,0.02,-0.01,-0.01,0.03,0.04,0.02,0.02,0.05,0.03,-0.01,-0.01,-0.09,-0.04,-0.02,-0.01,-0.13,-0.02,-0.03,-0.02,0.02,-0.06,-0.06,-0.03,-0.82,-0.05,-0.02,0,
